data,subj,face_dir,emo
0.0320568707747726,1,1,1
-0.00742224622797688,2,1,1
0.0119262582744407,3,1,1
0.0729505910898997,4,1,1
0.0481173594868688,5,1,1
0.136391891583388,6,1,1
0.0564277321988858,7,1,1
0.00109011111856888,8,1,1
0.099067106574364,9,1,1
0.0345217467823546,10,1,1
0.0141726610721964,11,1,1
0.00564419869600762,12,1,1
0.0345642113570414,13,1,1
0.0797423529010273,14,1,1
0.0564514102929955,15,1,1
0.0214632506119616,16,1,1
0.115371712248706,1,1,2
0.0323180375196883,2,1,2
0.0323517873089578,3,1,2
0.00929473588641118,4,1,2
0.0316641155414556,5,1,2
0.112733753084795,6,1,2
0.0949469929846159,7,1,2
0.0433282706959511,8,1,2
0.0519078315574135,9,1,2
0.0468894028634921,10,1,2
0.0611065156637295,11,1,2
0.0866373985862844,12,1,2
0.0482819846025472,13,1,2
0.0867972161002933,14,1,2
0.0846093222790439,15,1,2
0.0197673688274526,16,1,2
0.0338505690949108,1,1,3
-0.00759413833440505,2,1,3
-0.00466164194446538,3,1,3
-0.0173875235171706,4,1,3
-0.0129628820905456,5,1,3
0.00701012302303264,6,1,3
-0.0171667217987312,7,1,3
0.00398543799392798,8,1,3
0.0167772388842824,9,1,3
-0.013352301733053,10,1,3
0.0182733009223147,11,1,3
-0.0145860085682126,12,1,3
0.0162657489215364,13,1,3
-0.00749639851617299,14,1,3
-0.0194094043737745,15,1,3
0.00939152532215796,16,1,3
0.0560025801097029,1,2,1
0.0118114463276309,2,2,1
0.0181306446957315,3,2,1
0.0835771226155343,4,2,1
0.0228260920163427,5,2,1
0.141308733568508,6,2,1
0.0955872912964055,7,2,1
0.0346740208043592,8,2,1
0.0436108158319911,9,2,1
-0.00661514679816217,10,2,1
-0.00653759734082676,11,2,1
0.108126197294283,12,2,1
0.0043282657198129,13,2,1
0.0744223718681966,14,2,1
0.0697113975273475,15,2,1
0.0663250258484009,16,2,1
0.157739400847662,1,2,2
0.0132413171866781,2,2,2
0.0458793158663079,3,2,2
0.0239812262980278,4,2,2
0.0310824011313197,5,2,2
0.0402574075960425,6,2,2
0.136869833572067,7,2,2
-0.0131313518670454,8,2,2
0.00367424977906848,9,2,2
0.0386530208515247,10,2,2
0.00756439606235992,11,2,2
0.0914781426636881,12,2,2
0.0156096588983439,13,2,2
0.0587548876277701,14,2,2
0.108956356562214,15,2,2
0.0183849274317321,16,2,2
-0.0219206334418773,1,2,3
0.0021056256483903,2,2,3
-0.0203366627924892,3,2,3
-0.00445497363007129,4,2,3
-0.00984882171763101,5,2,3
-0.00258397364379339,6,2,3
-0.00455575519913266,7,2,3
0.00751658772009739,8,2,3
-0.00805129970240558,9,2,3
-0.0103244534880539,10,2,3
-0.00109445435792428,11,2,3
0.0111698998102821,12,2,3
0.00390047985509706,13,2,3
-0.0166140707734668,14,2,3
-0.0181239843043391,15,2,3
0.0133819802756172,16,2,3
