data,subj,face_dir,emo
0.013364255791515,1,1,1
0.0278645654052947,2,1,1
0.0164976242018834,3,1,1
0.0391893980287221,4,1,1
0.106052990527517,5,1,1
0.0004270859338622,6,1,1
0.010636005594325,7,1,1
-0.00161297787049523,8,1,1
0.013364255791515,9,1,1
0.0236565485107008,10,1,1
0.000996516486086438,11,1,1
0.0391893980287221,12,1,1
0.0295360798702922,13,1,1
0.0843434644747645,14,1,1
0.00786536825730643,15,1,1
0.0278998860187561,16,1,1
0.0497296586804482,1,1,2
0.0415790544938862,2,1,2
0.0561791460780957,3,1,2
0.048318972161223,4,1,2
0.0768703643409802,5,1,2
0.0397454882576906,6,1,2
0.0708440781114485,7,1,2
0.0797076957469466,8,1,2
0.0497296586804482,9,1,2
0.0338766551824735,10,1,2
0.0868178124648355,11,1,2
0.048318972161223,12,1,2
0.0507432170154608,13,1,2
0.0915981317515798,14,1,2
0.0106389112626279,15,1,2
0.0260637833105822,16,1,2
0.00016400051046154,1,1,3
0.000120668090116074,2,1,3
0.00270570628948377,3,1,3
0.00215673079834851,4,1,3
0.00829278304201665,5,1,3
0.0129311042384693,6,1,3
0.000170193970554717,7,1,3
0.00540930521133847,8,1,3
0.00016400051046154,9,1,3
-0.0030166982707155,10,1,3
0.00335489467206671,11,1,3
0.00215673079834851,12,1,3
0.00598233851973104,13,1,3
0.00950968077854378,14,1,3
0.00267012215228443,15,1,3
0.00862514098582888,16,1,3
0.0256504074855757,1,2,1
0.00608790407008666,2,2,1
0.0113785555085212,3,2,1
0.0553773333743007,4,2,1
0.0288659020605406,5,2,1
0.0235696716863815,6,2,1
0.0168719013926411,7,2,1
0.0437205656898983,8,2,1
0.0256504074855757,9,2,1
0.0227248602106742,10,2,1
0.0066517916553296,11,2,1
0.0553773333743007,12,2,1
0.0107876101712203,13,2,1
0.0310738437061847,14,2,1
0.000482483550910438,15,2,1
0.106448363394427,16,2,1
0.0702885475240752,1,2,2
0.0168566707928812,2,2,2
0.0568760162258938,3,2,2
0.0424954483513462,4,2,2
0.0783969227602912,5,2,2
0.0109324494906306,6,2,2
0.0632256456539698,7,2,2
0.0396650763019485,8,2,2
0.0702885475240752,9,2,2
0.0654360066927406,10,2,2
0.0244497820211547,11,2,2
0.0424954483513462,12,2,2
0.0548217272891451,13,2,2
0.0784672070973715,14,2,2
0.0250225065862548,15,2,2
0.028103286556346,16,2,2
0.00218188024787462,1,2,3
0.00152960523121352,2,2,3
0.00535244842532035,3,2,3
-0.00400194741177709,4,2,3
-0.0048912409094649,5,2,3
-0.00567435587776959,6,2,3
-0.00512750540228301,7,2,3
0.00661832928056408,8,2,3
0.00218188024787462,9,2,3
-0.00179241596660241,10,2,3
0.00327309447520804,11,2,3
-0.00400194741177709,12,2,3
6.0690764414891e-05,13,2,3
-0.00706745758969126,14,2,3
0.00597867194202008,15,2,3
0.00990247731422927,16,2,3
