data,subj,face_dir,emo
0.318979932773551,1,1,1
0.00749827737671119,2,1,1
0.0752317224234384,3,1,1
0.0314930853028731,4,1,1
0.13994720744832,5,1,1
0.0597718344896358,6,1,1
0.083955010633253,7,1,1
0.0716257139800648,8,1,1
0.0734806256739896,9,1,1
0.0381140987760917,10,1,1
-0.00148906709220146,11,1,1
0.106892631103477,12,1,1
0.0144943431984192,13,1,1
0.107668299098117,14,1,1
0.0499442818802963,15,1,1
0.0843196991200747,16,1,1
0.227790314498248,1,1,2
0.0448422654216427,2,1,2
0.0593654877619704,3,1,2
0.0421261756685917,4,1,2
0.278055641804399,5,1,2
0.178489395493187,6,1,2
0.108019181526289,7,1,2
0.120392667668526,8,1,2
0.0759172533269203,9,1,2
0.0278945126438021,10,1,2
0.0925079511646879,11,1,2
0.0598446782425722,12,1,2
0.104848520464008,13,1,2
0.143545239555281,14,1,2
0.114624937437297,15,1,2
0.0604801495585674,16,1,2
0.0247972872182746,1,1,3
0.0184261387643902,2,1,3
-0.00997557836608142,3,1,3
0.00972740946212244,4,1,3
-0.0255606362655902,5,1,3
0.00409096341713864,6,1,3
0.00202548289629532,7,1,3
-0.00485126425345334,8,1,3
-0.00820396408364019,9,1,3
-0.0216926675742165,10,1,3
0.00213293652084414,11,1,3
-0.00601295952859957,12,1,3
-0.015013248176066,13,1,3
-0.000523539778989569,14,1,3
-0.000454402986438049,15,1,3
-0.0193078259878974,16,1,3
0.0648233257988174,1,2,1
0.0147930621254632,2,2,1
0.0163967358938316,3,2,1
0.0652095614854322,4,2,1
0.0745450682568929,5,2,1
0.0927713187741105,6,2,1
0.0725130264401916,7,2,1
0.0418007605697277,8,2,1
0.00816594355375931,9,2,1
0.0201200673171268,10,2,1
0.0392226752775129,11,2,1
0.0406231655723848,12,2,1
0.0579919943712486,13,2,1
0.0135412303674707,14,2,1
0.0774965401123281,15,2,1
0.105853779818455,16,2,1
0.131214339488044,1,2,2
0.0214977515800851,2,2,2
0.0942372073091866,3,2,2
0.130330337837371,4,2,2
0.04697752523786,5,2,2
0.0674982307799961,6,2,2
0.214286545617244,7,2,2
0.158708893875045,8,2,2
0.0166780800708556,9,2,2
0.100783252929456,10,2,2
0.165264887256625,11,2,2
0.160914241790222,12,2,2
0.133831291913041,13,2,2
0.0532396905260678,14,2,2
0.107081111738932,15,2,2
0.133010923010799,16,2,2
0.0669916262754072,1,2,3
0.00246596920348903,2,2,3
0.00713991365280087,3,2,3
0.00274058045185068,4,2,3
-0.0181978257624813,5,2,3
0.027543906176486,6,2,3
0.00873419717478429,7,2,3
0.0152375478624811,8,2,3
0.00816246564654576,9,2,3
0.0131114334208054,10,2,3
0.0462512049070573,11,2,3
-0.0200085946741788,12,2,3
-0.00569349076114701,13,2,3
0.0109598955894175,14,2,3
0.00139253223032984,15,2,3
-0.0030186210291977,16,2,3
