data,subj,face_dir,emo
0.0712256551613654,1,1,1
0.270551986277138,2,1,1
0.520611800924279,3,1,1
0.782288682162476,4,1,1
0.467932198127723,5,1,1
0.248240711119647,6,1,1
0.38819296032318,7,1,1
0.282792671922756,8,1,1
0.672772718482671,9,1,1
0.541780574215481,10,1,1
0.644385967084945,11,1,1
0.169935479348635,12,1,1
0.212400686805624,13,1,1
0.475942218727439,14,1,1
0.444567593758549,15,1,1
0.438575523946139,16,1,1
0.315430920813939,17,1,1
0.45209360648152,18,1,1
0.191632225166392,19,1,1
0.194304534908612,20,1,1
0.43563985968485,21,1,1
0.221725512929734,22,1,1
0.617147018082207,23,1,1
0.758150718533683,24,1,1
0.157949061539478,25,1,1
0.444178805909881,26,1,1
0.526817184842685,27,1,1
0.284980190480639,28,1,1
0.159760816801454,29,1,1
0.456498853205438,30,1,1
0.0717689986646079,1,1,2
0.323386213939892,2,1,2
0.474689638424628,3,1,2
0.798360165747112,4,1,2
0.5189223772918,5,1,2
0.24873753136303,6,1,2
0.363057211012492,7,1,2
0.355581135466004,8,1,2
0.697851005982065,9,1,2
0.534240513736607,10,1,2
0.698470536452266,11,1,2
0.119951295224158,12,1,2
0.226505245717592,13,1,2
0.557216740604618,14,1,2
0.475513733722063,15,1,2
0.36060724196326,16,1,2
0.355739361787824,17,1,2
0.463714658320216,18,1,2
0.156470047606065,19,1,2
0.224408920215547,20,1,2
0.526363142554078,21,1,2
0.247022938091457,22,1,2
0.628246243525898,23,1,2
0.637871547769248,24,1,2
0.187831705697535,25,1,2
0.51595883299295,26,1,2
0.510011236360679,27,1,2
0.348435487258296,28,1,2
0.190154071297153,29,1,2
0.557559815441121,30,1,2
0.132903649880036,1,1,3
0.273813603243454,2,1,3
0.403207346895845,3,1,3
0.778222938090175,4,1,3
0.449903782722425,5,1,3
0.286091113325549,6,1,3
0.420621460383466,7,1,3
0.336213519676024,8,1,3
0.677932193098186,9,1,3
0.565258653595559,10,1,3
0.677956171119408,11,1,3
0.0992922722806946,12,1,3
0.233716389296151,13,1,3
0.350812860918674,14,1,3
0.527144034553948,15,1,3
0.369131323012513,16,1,3
0.353424966387795,17,1,3
0.453939076059522,18,1,3
0.171452527844437,19,1,3
0.208769277208408,20,1,3
0.461792806528214,21,1,3
0.276161161211544,22,1,3
0.627128050017589,23,1,3
0.736529367706521,24,1,3
0.146670701719516,25,1,3
0.517065238015315,26,1,3
0.577374107700833,27,1,3
0.236146665417258,28,1,3
0.189916527898931,29,1,3
0.546674831343859,30,1,3
0.0759861605830974,1,2,1
0.098182840739308,2,2,1
0.405970124666041,3,2,1
0.710703194428863,4,2,1
0.346133455608557,5,2,1
0.138485776500789,6,2,1
0.408047871922984,7,2,1
0.491017724769194,8,2,1
0.686118412173934,9,2,1
0.562093042053705,10,2,1
0.589462274923881,11,2,1
0.160490888531636,12,2,1
0.209135889818613,13,2,1
0.427293651269499,14,2,1
0.370427480722561,15,2,1
0.347283758667159,16,2,1
0.430671206263605,17,2,1
0.410898909956851,18,2,1
0.182894967054903,19,2,1
0.207265943456304,20,2,1
0.266585187050941,21,2,1
0.230458637332338,22,2,1
0.692881738667882,23,2,1
0.549119550488986,24,2,1
0.266113221333342,25,2,1
0.500088605275193,26,2,1
0.38667628259336,27,2,1
0.0759117580339099,28,2,1
0.274801504535897,29,2,1
0.514840177035362,30,2,1
0.0959728257993624,1,2,2
0.180142763033832,2,2,2
0.368229709749647,3,2,2
0.676935301081326,4,2,2
0.514133747321779,5,2,2
0.181139132749827,6,2,2
0.383426818317204,7,2,2
0.465273527663586,8,2,2
0.720733185947633,9,2,2
0.528285071976755,10,2,2
0.668300737590307,11,2,2
0.251354267297634,12,2,2
0.234902765482163,13,2,2
0.388239299755478,14,2,2
0.493184917367482,15,2,2
0.416064155017319,16,2,2
0.274688426779877,17,2,2
0.483939074201577,18,2,2
0.207421039793634,19,2,2
0.321217493305226,20,2,2
0.322555739994081,21,2,2
0.223882483548736,22,2,2
0.622110047183349,23,2,2
0.62919451954928,24,2,2
0.214335139420668,25,2,2
0.414866727779953,26,2,2
0.384071390139878,27,2,2
0.0901026667556603,28,2,2
0.339064707035189,29,2,2
0.442777034836753,30,2,2
0.0467633291417018,1,2,3
0.206453742347622,2,2,3
0.487048927167715,3,2,3
0.669708290120297,4,2,3
0.436606751500645,5,2,3
0.100853666262972,6,2,3
0.442516423755835,7,2,3
0.450672321997119,8,2,3
0.723911871361247,9,2,3
0.506728231919527,10,2,3
0.652774418823751,11,2,3
0.158570581395839,12,2,3
0.194961465817376,13,2,3
0.348758591635071,14,2,3
0.463395957702783,15,2,3
0.303999489966667,16,2,3
0.318303426064078,17,2,3
0.430208772628824,18,2,3
0.151659844061505,19,2,3
0.247297227113127,20,2,3
0.319133220752522,21,2,3
0.189888589706322,22,2,3
0.653991594361424,23,2,3
0.568682639498872,24,2,3
0.191329186575842,25,2,3
0.58876937777121,26,2,3
0.349643273524685,27,2,3
0.124253441218198,28,2,3
0.286736966998673,29,2,3
0.486970741797552,30,2,3
