subject,pic_id,rating,question
26,3,1,disgusted
26,4,8,disgusted
26,5,1,disgusted
26,10,3,disgusted
26,15,1,disgusted
26,20,9,disgusted
27,1,9,angry
27,2,1,angry
27,3,1,angry
27,4,1,angry
27,5,9,angry
27,10,5,angry
27,15,1,angry
27,20,5,angry
27,1,1,happy
27,2,1,happy
27,3,9,happy
27,4,1,happy
27,5,1,happy
27,10,1,happy
27,15,9,happy
27,20,1,happy
27,1,6,disgusted
27,2,3,disgusted
27,3,1,disgusted
27,4,9,disgusted
27,5,1,disgusted
27,10,4,disgusted
27,15,1,disgusted
27,20,9,disgusted
19,1,7,angry
19,2,1,angry
19,3,1,angry
19,4,3,angry
19,5,9,angry
19,10,2,angry
19,15,1,angry
19,20,2,angry
19,1,2,happy
19,2,5,happy
19,3,6,happy
19,4,1,happy
19,5,1,happy
19,10,1,happy
19,15,9,happy
19,20,1,happy
19,1,6,disgusted
19,2,1,disgusted
19,3,1,disgusted
19,4,7,disgusted
19,5,5,disgusted
19,10,8,disgusted
19,15,1,disgusted
19,20,9,disgusted
15,1,7,angry
15,2,1,angry
15,3,5,angry
15,4,6,angry
15,5,9,angry
15,10,1,angry
15,15,1,angry
15,20,6,angry
15,1,1,happy
15,2,3,happy
15,3,3,happy
15,4,1,happy
15,5,1,happy
15,10,2,happy
15,15,9,happy
15,20,1,happy
15,1,5,disgusted
15,2,1,disgusted
15,3,2,disgusted
15,4,8,disgusted
15,5,2,disgusted
15,10,1,disgusted
15,15,1,disgusted
15,20,9,disgusted
23,1,2,angry
23,2,2,angry
23,3,1,angry
23,4,1,angry
23,5,1,angry
23,10,1,angry
23,15,1,angry
23,20,1,angry
23,1,1,happy
23,2,2,happy
23,3,9,happy
23,4,1,happy
23,5,5,happy
23,10,2,happy
23,15,9,happy
23,20,1,happy
23,1,1,disgusted
23,2,1,disgusted
23,3,1,disgusted
23,4,8,disgusted
23,5,8,disgusted
23,10,1,disgusted
23,15,1,disgusted
23,20,8,disgusted
17,1,7,angry
17,2,2,angry
17,3,1,angry
17,4,6,angry
17,5,9,angry
17,10,2,angry
17,15,5,angry
17,20,6,angry
17,1,2,happy
17,2,4,happy
17,3,9,happy
17,4,1,happy
17,5,1,happy
17,10,3,happy
17,15,5,happy
17,20,1,happy
17,1,7,disgusted
17,2,4,disgusted
17,3,1,disgusted
17,4,9,disgusted
17,5,8,disgusted
17,10,2,disgusted
17,15,5,disgusted
17,20,9,disgusted
29,1,5,angry
29,2,1,angry
29,3,1,angry
29,4,1,angry
29,5,9,angry
29,10,5,angry
29,15,1,angry
29,20,1,angry
29,1,1,happy
29,2,1,happy
29,3,8,happy
29,4,1,happy
29,5,1,happy
29,10,1,happy
29,15,9,happy
29,20,1,happy
29,1,6,disgusted
29,2,1,disgusted
29,3,1,disgusted
29,4,9,disgusted
29,5,1,disgusted
29,10,1,disgusted
29,15,1,disgusted
29,20,9,disgusted
28,1,6,angry
28,2,3,angry
28,3,1,angry
28,4,4,angry
28,5,9,angry
28,10,4,angry
28,15,2,angry
28,20,4,angry
28,1,1,happy
28,2,3,happy
28,3,8,happy
28,4,1,happy
28,5,1,happy
28,10,1,happy
28,15,8,happy
28,20,1,happy
28,1,5,disgusted
28,2,3,disgusted
28,3,2,disgusted
28,4,7,disgusted
28,5,3,disgusted
28,10,6,disgusted
28,15,1,disgusted
28,20,8,disgusted
9,1,7,angry
9,2,2,angry
9,3,1,angry
9,4,3,angry
9,5,9,angry
9,10,4,angry
9,15,1,angry
9,20,3,angry
9,1,2,happy
9,2,5,happy
9,3,8,happy
9,4,2,happy
9,5,1,happy
9,10,9,happy
9,15,8,happy
9,20,2,happy
9,1,5,disgusted
9,2,2,disgusted
9,3,2,disgusted
9,4,8,disgusted
9,5,1,disgusted
9,10,3,disgusted
9,15,1,disgusted
9,20,8,disgusted
22,1,6,angry
22,2,2,angry
22,3,1,angry
22,4,2,angry
22,5,9,angry
22,10,3,angry
22,15,2,angry
22,20,2,angry
22,1,2,happy
22,2,4,happy
22,3,8,happy
22,4,1,happy
22,5,1,happy
22,10,4,happy
22,15,7,happy
22,20,1,happy
22,1,5,disgusted
22,2,1,disgusted
22,3,2,disgusted
22,4,9,disgusted
22,5,1,disgusted
22,10,2,disgusted
22,15,1,disgusted
22,20,9,disgusted
18,1,4,angry
18,2,1,angry
18,3,1,angry
18,4,2,angry
18,5,9,angry
18,10,6,angry
18,15,1,angry
18,20,1,angry
18,1,1,happy
18,2,3,happy
18,3,9,happy
18,4,1,happy
18,5,1,happy
18,10,1,happy
18,15,8,happy
18,20,1,happy
18,1,3,disgusted
18,2,1,disgusted
18,3,1,disgusted
18,4,8,disgusted
18,5,1,disgusted
18,10,4,disgusted
18,15,1,disgusted
18,20,9,disgusted
2,1,4,angry
2,2,1,angry
2,3,1,angry
2,4,3,angry
2,5,9,angry
2,10,3,angry
2,15,1,angry
2,20,8,angry
2,1,2,happy
2,2,1,happy
2,3,9,happy
2,4,1,happy
2,5,1,happy
2,10,3,happy
2,15,9,happy
2,20,1,happy
2,1,7,disgusted
2,2,8,disgusted
2,3,2,disgusted
2,4,9,disgusted
2,5,2,disgusted
2,10,3,disgusted
2,15,1,disgusted
2,20,5,disgusted
20,1,7,angry
20,2,2,angry
20,3,1,angry
20,4,1,angry
20,5,8,angry
20,10,3,angry
20,15,1,angry
20,20,1,angry
20,1,2,happy
20,2,5,happy
20,3,8,happy
20,4,2,happy
20,5,1,happy
20,10,5,happy
20,15,8,happy
20,20,1,happy
20,1,3,disgusted
20,2,2,disgusted
20,3,1,disgusted
20,4,9,disgusted
20,5,2,disgusted
20,10,3,disgusted
20,15,1,disgusted
20,20,9,disgusted
