subject,pic_id,rating,question
18,14,1,happy
18,15,1,happy
18,16,9,happy
18,17,9,happy
18,18,1,happy
18,19,9,happy
18,21,5,happy
18,22,5,happy
18,23,4,happy
18,24,6,happy
18,25,5,happy
18,26,5,happy
18,27,5,happy
18,28,3,happy
18,29,4,happy
18,31,9,happy
18,32,5,happy
18,33,7,happy
18,34,5,happy
18,35,9,happy
18,36,7,happy
18,37,8,happy
18,38,8,happy
18,39,9,happy
18,11,8,angry
18,12,9,angry
18,13,9,angry
18,14,9,angry
18,15,9,angry
18,16,9,angry
18,17,1,angry
18,18,9,angry
18,19,2,angry
18,21,5,angry
18,22,5,angry
18,23,6,angry
18,24,4,angry
18,25,5,angry
18,26,5,angry
18,27,5,angry
18,28,7,angry
18,29,6,angry
18,31,1,angry
18,32,5,angry
18,33,2,angry
18,34,5,angry
18,35,1,angry
18,36,2,angry
18,37,2,angry
18,38,2,angry
18,39,1,angry
20,11,4,happy
20,12,1,happy
20,13,1,happy
20,14,1,happy
20,15,1,happy
20,16,2,happy
20,17,1,happy
20,18,2,happy
20,19,1,happy
20,21,5,happy
20,22,5,happy
20,23,5,happy
20,24,4,happy
20,25,5,happy
20,26,4,happy
20,27,5,happy
20,28,4,happy
20,29,5,happy
20,31,9,happy
20,32,9,happy
20,33,8,happy
20,34,9,happy
20,35,9,happy
20,36,9,happy
20,37,9,happy
20,38,9,happy
20,39,9,happy
20,11,7,angry
20,12,9,angry
20,13,9,angry
20,14,9,angry
20,15,9,angry
20,16,8,angry
20,17,9,angry
20,18,8,angry
20,19,9,angry
20,21,4,angry
20,22,1,angry
20,23,4,angry
20,24,6,angry
20,25,5,angry
20,26,5,angry
20,27,2,angry
20,28,5,angry
20,29,5,angry
20,31,1,angry
20,32,1,angry
20,33,1,angry
20,34,1,angry
20,35,1,angry
20,36,1,angry
20,37,1,angry
20,38,1,angry
20,39,1,angry
