experiment,participant,orientation,regularity,variability,condition,RTs
exp1,18,inverted,neutral,high,inverted_neutral_high,513
exp1,18,inverted,irregular,high,inverted_irregular_high,600.5
exp1,19,upright,angry,low,upright_angry_low,420.5
exp1,19,upright,neutral,low,upright_neutral_low,612.5
exp1,19,upright,irregular,low,upright_irregular_low,525
exp1,19,inverted,angry,low,inverted_angry_low,573
exp1,19,inverted,neutral,low,inverted_neutral_low,714
exp1,19,inverted,irregular,low,inverted_irregular_low,639
exp1,19,upright,angry,high,upright_angry_high,710
exp1,19,upright,neutral,high,upright_neutral_high,559.5
exp1,19,upright,irregular,high,upright_irregular_high,722
exp1,19,inverted,angry,high,inverted_angry_high,376
exp1,19,inverted,neutral,high,inverted_neutral_high,458
exp1,19,inverted,irregular,high,inverted_irregular_high,520
exp1,20,upright,angry,low,upright_angry_low,556.5
exp1,20,upright,neutral,low,upright_neutral_low,254
exp1,20,upright,irregular,low,upright_irregular_low,434
exp1,20,inverted,angry,low,inverted_angry_low,476.5
exp1,20,inverted,neutral,low,inverted_neutral_low,584
exp1,20,inverted,irregular,low,inverted_irregular_low,328
exp1,20,upright,angry,high,upright_angry_high,566
exp1,20,upright,neutral,high,upright_neutral_high,530.5
exp1,20,upright,irregular,high,upright_irregular_high,610
exp1,20,inverted,angry,high,inverted_angry_high,599
exp1,20,inverted,neutral,high,inverted_neutral_high,477
exp1,20,inverted,irregular,high,inverted_irregular_high,696
exp1,21,upright,angry,low,upright_angry_low,575
exp1,21,upright,neutral,low,upright_neutral_low,394
exp1,21,upright,irregular,low,upright_irregular_low,487
exp1,21,inverted,angry,low,inverted_angry_low,465
exp1,21,inverted,neutral,low,inverted_neutral_low,477
exp1,21,inverted,irregular,low,inverted_irregular_low,530
exp1,21,upright,angry,high,upright_angry_high,496
exp1,21,upright,neutral,high,upright_neutral_high,410
exp1,21,upright,irregular,high,upright_irregular_high,756.5
exp1,21,inverted,angry,high,inverted_angry_high,618
exp1,21,inverted,neutral,high,inverted_neutral_high,553
exp1,21,inverted,irregular,high,inverted_irregular_high,576.5
exp1,22,upright,angry,low,upright_angry_low,662
exp1,22,upright,neutral,low,upright_neutral_low,380
exp1,22,upright,irregular,low,upright_irregular_low,453
exp1,22,inverted,angry,low,inverted_angry_low,598
exp1,22,inverted,neutral,low,inverted_neutral_low,691.5
exp1,22,inverted,irregular,low,inverted_irregular_low,707
exp1,22,upright,angry,high,upright_angry_high,420
exp1,22,upright,neutral,high,upright_neutral_high,456.5
exp1,22,upright,irregular,high,upright_irregular_high,468
exp1,22,inverted,angry,high,inverted_angry_high,566
exp1,22,inverted,neutral,high,inverted_neutral_high,417
exp1,22,inverted,irregular,high,inverted_irregular_high,481
exp1,23,upright,angry,low,upright_angry_low,619
exp1,23,upright,neutral,low,upright_neutral_low,315.5
exp1,23,upright,irregular,low,upright_irregular_low,557
exp1,23,inverted,angry,low,inverted_angry_low,445.5
exp1,23,inverted,neutral,low,inverted_neutral_low,382
exp1,23,inverted,irregular,low,inverted_irregular_low,610
exp1,23,upright,angry,high,upright_angry_high,619
exp1,23,upright,neutral,high,upright_neutral_high,527
exp1,23,upright,irregular,high,upright_irregular_high,554
exp1,23,inverted,angry,high,inverted_angry_high,406
exp1,23,inverted,neutral,high,inverted_neutral_high,588
exp1,23,inverted,irregular,high,inverted_irregular_high,764
exp1,24,upright,angry,low,upright_angry_low,593
exp1,24,upright,neutral,low,upright_neutral_low,577.5
exp1,24,upright,irregular,low,upright_irregular_low,575
exp1,24,inverted,angry,low,inverted_angry_low,591
exp1,24,inverted,neutral,low,inverted_neutral_low,514
exp1,24,inverted,irregular,low,inverted_irregular_low,553
exp1,24,upright,angry,high,upright_angry_high,518
exp1,24,upright,neutral,high,upright_neutral_high,566
exp1,24,upright,irregular,high,upright_irregular_high,481
exp1,24,inverted,angry,high,inverted_angry_high,708
exp1,24,inverted,neutral,high,inverted_neutral_high,536
exp1,24,inverted,irregular,high,inverted_irregular_high,713
exp1,25,upright,angry,low,upright_angry_low,559.5
exp1,25,upright,neutral,low,upright_neutral_low,533
exp1,25,upright,irregular,low,upright_irregular_low,475
exp1,25,inverted,angry,low,inverted_angry_low,580.5
exp1,25,inverted,neutral,low,inverted_neutral_low,489.5
exp1,25,inverted,irregular,low,inverted_irregular_low,534
exp1,25,upright,angry,high,upright_angry_high,517
exp1,25,upright,neutral,high,upright_neutral_high,480
exp1,25,upright,irregular,high,upright_irregular_high,499
exp1,25,inverted,angry,high,inverted_angry_high,476.5
exp1,25,inverted,neutral,high,inverted_neutral_high,683
exp1,25,inverted,irregular,high,inverted_irregular_high,398
exp1,26,upright,angry,low,upright_angry_low,373
exp1,26,upright,neutral,low,upright_neutral_low,477
exp1,26,upright,irregular,low,upright_irregular_low,240
exp1,26,inverted,angry,low,inverted_angry_low,470.5
exp1,26,inverted,neutral,low,inverted_neutral_low,577
exp1,26,inverted,irregular,low,inverted_irregular_low,466
exp1,26,upright,angry,high,upright_angry_high,455
exp1,26,upright,neutral,high,upright_neutral_high,557
exp1,26,upright,irregular,high,upright_irregular_high,513.5
exp1,26,inverted,angry,high,inverted_angry_high,366
exp1,26,inverted,neutral,high,inverted_neutral_high,506
exp1,26,inverted,irregular,high,inverted_irregular_high,629
exp1,27,upright,angry,low,upright_angry_low,610
exp1,27,upright,neutral,low,upright_neutral_low,610
exp1,27,upright,irregular,low,upright_irregular_low,496
exp1,27,inverted,angry,low,inverted_angry_low,246
exp1,27,inverted,neutral,low,inverted_neutral_low,610
exp1,27,inverted,irregular,low,inverted_irregular_low,610
exp1,27,upright,angry,high,upright_angry_high,246
exp1,27,upright,neutral,high,upright_neutral_high,697
exp1,27,upright,irregular,high,upright_irregular_high,480
exp1,27,inverted,angry,high,inverted_angry_high,246
exp1,27,inverted,neutral,high,inverted_neutral_high,610
exp1,27,inverted,irregular,high,inverted_irregular_high,610
exp1,28,upright,angry,low,upright_angry_low,691.5
exp1,28,upright,neutral,low,upright_neutral_low,596.5
exp1,28,upright,irregular,low,upright_irregular_low,685
exp1,28,inverted,angry,low,inverted_angry_low,476.5
exp1,28,inverted,neutral,low,inverted_neutral_low,576
exp1,28,inverted,irregular,low,inverted_irregular_low,768
exp1,28,upright,angry,high,upright_angry_high,557
exp1,28,upright,neutral,high,upright_neutral_high,525
exp1,28,upright,irregular,high,upright_irregular_high,563
exp1,28,inverted,angry,high,inverted_angry_high,286
exp1,28,inverted,neutral,high,inverted_neutral_high,610
exp1,28,inverted,irregular,high,inverted_irregular_high,548
exp1,29,upright,angry,low,upright_angry_low,556
exp1,29,upright,neutral,low,upright_neutral_low,502
exp1,29,upright,irregular,low,upright_irregular_low,353
exp1,29,inverted,angry,low,inverted_angry_low,203
exp1,29,inverted,neutral,low,inverted_neutral_low,605
exp1,29,inverted,irregular,low,inverted_irregular_low,456
exp1,29,upright,angry,high,upright_angry_high,691
exp1,29,upright,neutral,high,upright_neutral_high,434
exp1,29,upright,irregular,high,upright_irregular_high,645.5
exp1,29,inverted,angry,high,inverted_angry_high,441
exp1,29,inverted,neutral,high,inverted_neutral_high,648
exp1,29,inverted,irregular,high,inverted_irregular_high,475
exp1,30,upright,angry,low,upright_angry_low,590.5
exp1,30,upright,neutral,low,upright_neutral_low,427.5
exp1,30,upright,irregular,low,upright_irregular_low,559
exp1,30,inverted,angry,low,inverted_angry_low,455
exp1,30,inverted,neutral,low,inverted_neutral_low,557.5
exp1,30,inverted,irregular,low,inverted_irregular_low,653
exp1,30,upright,angry,high,upright_angry_high,482.5
exp1,30,upright,neutral,high,upright_neutral_high,394
exp1,30,upright,irregular,high,upright_irregular_high,590
exp1,30,inverted,angry,high,inverted_angry_high,672
exp1,30,inverted,neutral,high,inverted_neutral_high,547
exp1,30,inverted,irregular,high,inverted_irregular_high,713
exp1,31,upright,angry,low,upright_angry_low,580
exp1,31,upright,neutral,low,upright_neutral_low,624
exp1,31,upright,irregular,low,upright_irregular_low,335
exp1,31,inverted,angry,low,inverted_angry_low,369
exp1,31,inverted,neutral,low,inverted_neutral_low,404
exp1,31,inverted,irregular,low,inverted_irregular_low,618
exp1,31,upright,angry,high,upright_angry_high,545
exp1,31,upright,neutral,high,upright_neutral_high,616
exp1,31,upright,irregular,high,upright_irregular_high,404
exp1,31,inverted,angry,high,inverted_angry_high,654
exp1,31,inverted,neutral,high,inverted_neutral_high,574
exp1,31,inverted,irregular,high,inverted_irregular_high,502
